AUCTION_INFO;RESOURCE_TYPE;name_ru;block_n;ring_n;AREA_KM;n_point;gsk2011_b_deg;gsk2011_b_min;gsk2011_b_sec;gsk2011_l_deg;gsk2011_l_min;gsk2011_l_sec;pulk42_b_deg;pulk42_b_min;pulk42_b_sec;pulk42_l_deg;pulk42_l_min;pulk42_l_sec;comments;RESOURCES;EXPERT_PROTOCOL;USAGE_TYPE;LEND_TYPE;AUCTION_DATE
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;14;63;47;20.872;124;47;3.677;63;47;18;124;46;59;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;15;63;56;2.883;124;46;0.694;63;56;00;124;45;56;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;16;63;47;11.583;125;30;6.04;63;47;8.73;125;30;1.24;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;17;63;37;33.847;125;18;53.746;63;37;31;125;18;49;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;18;63;34;22.837;125;32;2.776;63;34;20;125;31;58;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;19;63;31;55.836;125;28;17.76;63;31;53;125;28;13;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;20;63;33;37.844;125;14;21.724;63;33;35;125;14;17;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;21;63;27;1.75;125;06;48.539;63;26;58.91;125;06;43.85;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;22;63;06;2.164;125;08;54.289;63;05;59.35;125;08;49.64;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;23;62;45;39.718;125;14;54.153;62;45;36.93;125;14;49.53;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;24;62;34;52.753;126;04;12.735;62;34;50;126;04;08;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;25;62;23;40.742;126;00;6.7;62;23;38;126;00;02;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;26;62;14;30.753;125;10;55.549;62;14;28;125;10;51;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;27;62;22;22.783;124;20;56.429;62;22;20;124;20;52;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;28;62;23;1.799;123;43;12.327;62;22;59;123;43;08;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;29;62;29;52.811;123;34;24.315;62;29;50;123;34;20;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;30;62;37;56.826;123;20;19.291;62;37;54;123;20;15;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;1;12426.3;31;62;42;44.834;123;15;14.286;62;42;42;123;15;10;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;2;12426.3;1;62;45;57.822;123;54;23.401;62;45;55;123;54;19;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;2;12426.3;2;62;37;54.81;124;01;20.405;62;37;52;124;01;16;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;2;12426.3;3;62;33;14.815;123;34;47.323;62;33;12;123;34;43;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;2;12426.3;4;62;40;57.827;123;28;26.32;62;40;55;123;28;22;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;3;12426.3;1;62;55;29.811;124;48;22.57;62;55;27;124;48;18;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;3;12426.3;2;62;47;52.799;124;55;0.573;62;47;50;124;54;56;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;3;12426.3;3;62;43;09.805;124;28;49.491;62;43;07;124;28;45;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Горный. МР ""Вилюйский улус (район)"", МР ""Горный улус"", МР ""Кобяйский улус (район)""";17;3;12426.3;4;62;50;49.816;124;22;06.488;62;50;47;124;22;02;"Из общей площади участка недр исключается участок Кастыр-Сахарный (ЯКУ 000456 НР), площадью 379.7 км2, без ограничения по глубине. Из общей площади участка недр исключается участок Соболохский (ЯКУ 000231 НР), площадью 366.0 км2, без ограничения по глубине. В границах участка недр частично расположена ООПТ регионального значения - памятник природы озеро ""Ниджили"" с зонами абсолютного покоя. Необходимо согласование на проведение работ в соответствии с регламентом ООПТ. ";Газ: Dл - 10.0 млрд. м3, D1 - 130.0 млрд. м3, D2 - 140.0 млрд. м3. Конденсат: D1 – 4.0 млн. т, D2 – 5.0 млн. т;по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
Р-ка Саха (Якутия) 27.02.2023;газ, конденсат;"Сунтарский 1 (месторождения: Нижнетюкянское Г, Андылахское ГК$ подготовленные структуры: Улахан-Тюэртская). МР ""Вилюйский улус (район)"", МР ""Верхневилюйский улус (район)"", МР ""Нюрбинский район""";18;1;24774;1;63;53;58.019;118;29;18.586;63;53;55;118;29;15;из общей площади участка недр исключается участок Тюкянский (ЯКУ 000458 НР), площадью 315.4 км2, без ограничения по глубине. из общей площади участка недр исключается участок Варваринский (ЯКУ 000455 НР), площадью 291.3 км2, без ограничения по глубине:;Газ: С1 – 8.048 млрд.м3, С2 – 3.781 млрд. м3, D0 – 2.940 млрд.м3, Dл - 80.0 млрд. м3, D1 - 230.0 млрд. м3, D2 - 250.0 млрд. м3. Конденсат: С1 – 0.591 млн.т, D1 – 13.0 млн. т, D2 – 20.0 млн. т;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023г. Якутнедра
